16 : token_ratio--0.1071  byte_ratio--0.0791
41 : token_ratio--0.1667  byte_ratio--0.1222
42 : token_ratio--0.1667  byte_ratio--0.0948
48 : token_ratio--0.1875  byte_ratio--0.0851
61 : token_ratio--0.1200  byte_ratio--0.0930
67 : token_ratio--0.2308  byte_ratio--0.1503
72 : token_ratio--0.2500  byte_ratio--0.1099
79 : token_ratio--0.2500  byte_ratio--0.1329
86 : token_ratio--0.3333  byte_ratio--0.1851
89 : token_ratio--0.6000  byte_ratio--0.2905
93 : token_ratio--0.1765  byte_ratio--0.0993
