10 : token_ratio--0.0690  byte_ratio--0.0924
100 : token_ratio--0.1538  byte_ratio--0.1650
12 : token_ratio--0.1250  byte_ratio--0.1509
14 : token_ratio--0.2000  byte_ratio--0.2227
18 : token_ratio--0.0952  byte_ratio--0.0971
19 : token_ratio--0.1000  byte_ratio--0.1234
20 : token_ratio--0.1000  byte_ratio--0.1325
25 : token_ratio--0.2857  byte_ratio--0.2726
27 : token_ratio--0.0667  byte_ratio--0.0506
29 : token_ratio--0.2222  byte_ratio--0.1845
3 : token_ratio--0.2857  byte_ratio--0.2888
30 : token_ratio--0.0455  byte_ratio--0.0646
39 : token_ratio--0.0833  byte_ratio--0.0524
42 : token_ratio--0.2000  byte_ratio--0.1878
47 : token_ratio--0.0769  byte_ratio--0.0569
52 : token_ratio--0.1000  byte_ratio--0.1293
55 : token_ratio--0.3333  byte_ratio--0.3303
56 : token_ratio--0.1053  byte_ratio--0.1244
59 : token_ratio--0.1333  byte_ratio--0.1380
6 : token_ratio--0.1053  byte_ratio--0.1267
61 : token_ratio--0.1053  byte_ratio--0.1123
68 : token_ratio--0.0800  byte_ratio--0.1115
72 : token_ratio--0.2222  byte_ratio--0.1981
73 : token_ratio--0.1250  byte_ratio--0.1450
74 : token_ratio--0.1667  byte_ratio--0.1089
75 : token_ratio--0.2500  byte_ratio--0.2397
78 : token_ratio--0.1250  byte_ratio--0.1162
8 : token_ratio--0.1818  byte_ratio--0.1795
81 : token_ratio--0.1429  byte_ratio--0.1716
83 : token_ratio--0.1176  byte_ratio--0.1650
84 : token_ratio--0.0588  byte_ratio--0.0791
85 : token_ratio--0.1818  byte_ratio--0.1898
88 : token_ratio--0.2222  byte_ratio--0.2252
89 : token_ratio--0.2000  byte_ratio--0.2171
9 : token_ratio--0.1538  byte_ratio--0.1714
92 : token_ratio--0.0714  byte_ratio--0.0641
94 : token_ratio--0.0952  byte_ratio--0.1217
95 : token_ratio--0.0769  byte_ratio--0.0821
98 : token_ratio--0.1429  byte_ratio--0.1682
99 : token_ratio--0.4000  byte_ratio--0.3341
