In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL5;SrcBooklet.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['.concat(b.id).concat('] Booklet ').concat(b.year) and p.section.title = 'References List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
TitledEntry_Title_NoArticle;0.1176954732510288;0.48333333333333334;0.5223880597014925;0.725;0.9666666666666667;0.1869281045751634;0.05858585858585859;0.002697510015428089;0.683536555146996;0.2094353094947193;28.875;0.43283582089552236;0.5686802905736491;0.7282693813625685;0.2548000520231167;0.35353535353535354;26.28125;0.7718631178707225
Article_NoTitle_Journal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
Article_Title_Journal;0.09424488219389726;0.43333333333333335;0.47761194029850745;0.6981481481481482;0.962962962962963;0.16266666666666665;0.053169734151329244;0.001979003823341706;0.6459751934999393;0.1811437306295321;25.875;0.3880597014925373;0.5237447012308241;0.7072419106317411;0.2315920232286872;0.3137254901960784;19.314285714285713;0.7520661157024794
Author;0.06983592763988221;0.48333333333333334;0.5074626865671642;0.7094086021505376;0.935483870967742;0.10807291666666667;0.05365402405180388;0.0013525292779970343;0.6724213988522441;0.12123313891699546;28.75;0.43283582089552236;0.5543045745066628;0.7883511074651354;0.21176190225244618;0.34;25.484848484848484;0.628482972136223
Article_NoTitle_NoJournal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
UntitledEntry;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;60.0;0.8955223880597015;1.0;0.0;0.9997619614377529;1.0;1.0;1.0
Main;0.0;0.8955223880597015;0.8955223880597015;0.9477611940298507;0.8955223880597015;0.0;0.2857142857142857;0.8955223880597015;0.9463204468147677;0.0;59.125;0.8955223880597015;0.8955223880597015;0.0;0.0;0.8108108108108109;514.2857142857143;0.5
TitledEntry_NoTitle_NoArticle;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;1.0;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.33333333333333337;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;1.0;0.33333333333333337

OCL23;SrcBibTeXEntry.allInstances()->size() = TrgSect1.allInstances()->select(s | s.title = 'References List') -> asSequence() -> first().paras -> size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
TitledEntry_Title_NoArticle;0.1176954732510288;0.48333333333333334;0.5223880597014925;0.725;0.9666666666666667;0.1869281045751634;0.05858585858585859;0.002697510015428089;0.683536555146996;0.2094353094947193;28.875;0.43283582089552236;0.5686802905736491;0.7282693813625685;0.2548000520231167;0.35353535353535354;26.28125;0.7718631178707225
Article_NoTitle_Journal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
Article_Title_Journal;0.09424488219389726;0.43333333333333335;0.47761194029850745;0.6981481481481482;0.962962962962963;0.16266666666666665;0.053169734151329244;0.001979003823341706;0.6459751934999393;0.1811437306295321;25.875;0.3880597014925373;0.5237447012308241;0.7072419106317411;0.2315920232286872;0.3137254901960784;19.314285714285713;0.7520661157024794
Author;0.06983592763988221;0.48333333333333334;0.5074626865671642;0.7094086021505376;0.935483870967742;0.10807291666666667;0.05365402405180388;0.0013525292779970343;0.6724213988522441;0.12123313891699546;28.75;0.43283582089552236;0.5543045745066628;0.7883511074651354;0.21176190225244618;0.34;25.484848484848484;0.628482972136223
Article_NoTitle_NoJournal;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
UntitledEntry;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;60.0;0.8955223880597015;1.0;0.0;0.9997619614377529;1.0;1.0;1.0
Main;0.0;0.8955223880597015;0.8955223880597015;0.9477611940298507;0.8955223880597015;0.0;0.2857142857142857;0.8955223880597015;0.9463204468147677;0.0;59.125;0.8955223880597015;0.8955223880597015;0.0;0.0;0.8108108108108109;514.2857142857143;0.5
TitledEntry_NoTitle_NoArticle;0.10113519091847266;0.35;0.417910447761194;0.675;1.0;0.21212121212121213;0.05128205128205128;0.35;0.5916079783099616;0.23078316568852544;21.0;0.31343283582089554;0.45926726628042386;0.6;0.2307469394918119;0.2641509433962264;11.307692307692308;1.0
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;1.0;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.33333333333333337;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;1.0;0.33333333333333337


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;1.0;0.1111111111111111
OCL23;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;1.0;0.1111111111111111

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556
OCL23;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.33333333333333337;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;1.0;0.33333333333333337
OCL23;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.33333333333333337;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;1.0;0.33333333333333337
