EXAM-BC;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.6666666666666666;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556
EXAM-WC;0.4444444444444444;1.0;0.6666666666666666;1.0;0.2222222222222222;0.4444444444444444;1.0;1.0;1.0;0.4444444444444444;0.6666666666666666;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;1.0
EXAM-AVG;0.3333333333333333;0.7777777777777778;0.6111111111111112;0.7777777777777778;0.16666666666666666;0.3333333333333333;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.3333333333333333;0.6111111111111112;0.7777777777777778;0.7777777777777778;0.8333333333333333;0.7222222222222222;0.6111111111111112;0.7777777777777778;0.7777777777777778

OCL23;SrcBibTeXEntry.allInstances()->size() = TrgSect1.allInstances()->select(s | s.title = 'References List') -> asSequence() -> first().paras -> size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;-0.08079376328844791;0.0;0.39;0.0;0.0;-0.16084656084656085;0.0;0.0;0.0;-0.23501608059776438;-0.09090909090909091;0.0;0.0;0.04954367666232073;0.0;0.2422360248447205;0.0;0.0
TitledEntry_Title_NoArticle;-0.060445387062566275;0.0;0.4;0.0;0.0;-0.12472647702407003;0.0;0.0;0.0;-0.20247805496583463;-0.06818181818181818;0.0;0.0;0.03653846153846154;0.0;0.25;0.0;0.0
Article_NoTitle_Journal;0.05626780626780627;0.08771929824561403;0.47;0.4605263157894737;0.8333333333333334;0.10480928689883914;0.02710027100271003;4.8050125891329834E-5;0.2703690352179376;0.1343834787406263;4.9772727272727275;0.05;0.26887855661003174;0.06680942184154176;0.1785957626806569;0.30718954248366015;0.4716981132075472;0.7904411764705882
Article_Title_Journal;0.05268022181146026;0.5816326530612245;0.59;0.7908163265306123;0.5816326530612245;0.08613524744994333;0.04878048780487805;0.5816326530612245;0.762648446573665;0.1644769939466653;56.06818181818182;0.57;0.6227355330172059;0.0;0.1644532669475493;0.41843971631205673;79.2439024390244;0.511904761904762
Author;0.4295830055074744;0.631578947368421;0.71;0.7248803827751196;0.8181818181818181;0.44435401831129195;0.05217391304347826;7.703555761617747E-4;0.7188507574477845;0.4443555726335106;35.81818181818182;0.36;0.7114326752982574;0.3687150837988827;0.5126971058027653;0.5503875968992248;44.689655172413794;0.7724550898203593
Article_NoTitle_NoJournal;0.0;0.0;0.43;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27388535031847133;0.0;0.0
UntitledEntry;-0.020049243756595145;0.0;0.42;0.0;0.0;-0.04470588235294118;0.0;0.0;0.0;-0.11571391905959139;-0.022727272727272728;0.0;0.0;0.011801242236024845;0.0;0.26582278481012656;0.0;0.0
Main;0.0;0.57;0.57;0.7849999999999999;0.5700000000000001;0.0;0.046511627906976744;0.57;0.754983443527075;0.0;56.02272727272727;0.57;0.57;0.0;0.0;0.3986013986013986;75.55813953488372;0.5
TitledEntry_NoTitle_NoArticle;0.0;0.0;0.43;0.0;NaN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27388535031847133;0.0;0.0
EXAM-BC;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.6666666666666666;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556
EXAM-WC;0.6666666666666666;1.0;0.6666666666666666;1.0;0.2222222222222222;0.6666666666666666;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;1.0
EXAM-AVG;0.5555555555555556;0.7777777777777778;0.6111111111111112;0.7777777777777778;0.16666666666666666;0.5555555555555556;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.5555555555555556;0.6111111111111112;0.7777777777777778;0.7777777777777778;0.8333333333333333;0.7222222222222222;0.6111111111111112;0.7777777777777778;0.7777777777777778


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL15;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.6666666666666666;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556
OCL23;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.6666666666666666;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL15;0.4444444444444444;1.0;0.6666666666666666;1.0;0.2222222222222222;0.4444444444444444;1.0;1.0;1.0;0.4444444444444444;0.6666666666666666;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;1.0
OCL23;0.6666666666666666;1.0;0.6666666666666666;1.0;0.2222222222222222;0.6666666666666666;1.0;1.0;1.0;0.6666666666666666;0.6666666666666666;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;1.0

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL15;0.3333333333333333;0.7777777777777778;0.6111111111111112;0.7777777777777778;0.16666666666666666;0.3333333333333333;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.3333333333333333;0.6111111111111112;0.7777777777777778;0.7777777777777778;0.8333333333333333;0.7222222222222222;0.6111111111111112;0.7777777777777778;0.7777777777777778
OCL23;0.5555555555555556;0.7777777777777778;0.6111111111111112;0.7777777777777778;0.16666666666666666;0.5555555555555556;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.5555555555555556;0.6111111111111112;0.7777777777777778;0.7777777777777778;0.8333333333333333;0.7222222222222222;0.6111111111111112;0.7777777777777778;0.7777777777777778
