100 : token_ratio--1.0000  byte_ratio--0.5625
11 : token_ratio--0.5000  byte_ratio--0.4151
14 : token_ratio--0.1538  byte_ratio--0.1132
16 : token_ratio--0.0714  byte_ratio--0.0635
17 : token_ratio--0.1667  byte_ratio--0.1724
25 : token_ratio--0.6667  byte_ratio--0.3593
3 : token_ratio--0.2222  byte_ratio--0.1593
33 : token_ratio--0.6667  byte_ratio--0.3962
34 : token_ratio--1.0000  byte_ratio--0.5178
35 : token_ratio--0.5000  byte_ratio--0.3684
36 : token_ratio--0.1000  byte_ratio--0.0912
41 : token_ratio--0.1111  byte_ratio--0.0981
42 : token_ratio--0.1111  byte_ratio--0.0761
45 : token_ratio--0.1176  byte_ratio--0.1014
47 : token_ratio--0.2857  byte_ratio--0.2436
48 : token_ratio--0.1250  byte_ratio--0.0683
49 : token_ratio--0.3333  byte_ratio--0.2599
6 : token_ratio--0.4000  byte_ratio--0.2759
60 : token_ratio--0.6667  byte_ratio--0.4809
61 : token_ratio--0.0800  byte_ratio--0.0746
63 : token_ratio--0.0800  byte_ratio--0.0705
67 : token_ratio--0.1538  byte_ratio--0.1123
72 : token_ratio--0.1667  byte_ratio--0.0881
74 : token_ratio--0.2222  byte_ratio--0.1525
78 : token_ratio--0.2222  byte_ratio--0.1404
79 : token_ratio--0.1667  byte_ratio--0.1066
8 : token_ratio--0.6667  byte_ratio--0.3962
81 : token_ratio--0.4000  byte_ratio--0.2696
83 : token_ratio--0.1333  byte_ratio--0.1282
85 : token_ratio--0.5000  byte_ratio--0.3518
86 : token_ratio--0.2222  byte_ratio--0.1485
89 : token_ratio--0.4000  byte_ratio--0.2331
93 : token_ratio--0.1176  byte_ratio--0.0797
96 : token_ratio--0.2500  byte_ratio--0.1892
97 : token_ratio--0.0870  byte_ratio--0.0729
