1 : token_ratio--0.6667  byte_ratio--0.4215
100 : token_ratio--1.0000  byte_ratio--0.5625
11 : token_ratio--0.5000  byte_ratio--0.4151
12 : token_ratio--0.2500  byte_ratio--0.2647
14 : token_ratio--0.1538  byte_ratio--0.1132
16 : token_ratio--0.0714  byte_ratio--0.0588
17 : token_ratio--0.1667  byte_ratio--0.1843
19 : token_ratio--0.5000  byte_ratio--0.3418
20 : token_ratio--0.4000  byte_ratio--0.3653
21 : token_ratio--0.5000  byte_ratio--0.3941
25 : token_ratio--0.6667  byte_ratio--0.3593
3 : token_ratio--0.2222  byte_ratio--0.1593
33 : token_ratio--0.6667  byte_ratio--0.3941
34 : token_ratio--1.0000  byte_ratio--0.5178
35 : token_ratio--0.5000  byte_ratio--0.3684
36 : token_ratio--0.1000  byte_ratio--0.0912
38 : token_ratio--0.5000  byte_ratio--0.3369
40 : token_ratio--1.0000  byte_ratio--0.5434
41 : token_ratio--0.1111  byte_ratio--0.0976
42 : token_ratio--0.1111  byte_ratio--0.0761
43 : token_ratio--0.3333  byte_ratio--0.2318
45 : token_ratio--0.1176  byte_ratio--0.0939
46 : token_ratio--0.6667  byte_ratio--0.3775
47 : token_ratio--0.2857  byte_ratio--0.2436
48 : token_ratio--0.1250  byte_ratio--0.0683
49 : token_ratio--0.3333  byte_ratio--0.2599
5 : token_ratio--0.4000  byte_ratio--0.3633
51 : token_ratio--1.0000  byte_ratio--0.4858
52 : token_ratio--0.5000  byte_ratio--0.3521
53 : token_ratio--1.0000  byte_ratio--0.4833
54 : token_ratio--0.2000  byte_ratio--0.2298
55 : token_ratio--0.6667  byte_ratio--0.3783
57 : token_ratio--0.6667  byte_ratio--0.4087
6 : token_ratio--0.4000  byte_ratio--0.2759
60 : token_ratio--0.6667  byte_ratio--0.4809
61 : token_ratio--0.0800  byte_ratio--0.0691
63 : token_ratio--0.0800  byte_ratio--0.0705
67 : token_ratio--0.1538  byte_ratio--0.1117
69 : token_ratio--0.4000  byte_ratio--0.2733
71 : token_ratio--1.0000  byte_ratio--0.6124
72 : token_ratio--0.1667  byte_ratio--0.0881
74 : token_ratio--0.2222  byte_ratio--0.1525
76 : token_ratio--0.2857  byte_ratio--0.2551
77 : token_ratio--0.4000  byte_ratio--0.3107
78 : token_ratio--0.2222  byte_ratio--0.1404
79 : token_ratio--0.1667  byte_ratio--0.1066
8 : token_ratio--0.6667  byte_ratio--0.3962
81 : token_ratio--0.4000  byte_ratio--0.2696
83 : token_ratio--0.1333  byte_ratio--0.1276
84 : token_ratio--0.4000  byte_ratio--0.2523
85 : token_ratio--0.5000  byte_ratio--0.3518
86 : token_ratio--0.2222  byte_ratio--0.1485
89 : token_ratio--0.4000  byte_ratio--0.2331
9 : token_ratio--0.3333  byte_ratio--0.2667
93 : token_ratio--0.1176  byte_ratio--0.0797
95 : token_ratio--0.5000  byte_ratio--0.3738
96 : token_ratio--0.2500  byte_ratio--0.1892
97 : token_ratio--0.0870  byte_ratio--0.0726
