In the following it is displayed the suspiciousness, according to different coefficients, for those OCL constraints that are not satisfied. 


OCL11;SrcSubAction.allInstances()->size() + SrcOutgoing.allInstances()->size() + SrcCPL.allInstances()->size() = TrgLocalFunctionDeclaration.allInstances()->size() + TrgMethod.allInstances()->select(m|m.direction=Direction::out)->size() + TrgProgram.allInstances()->size()
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Redirection2SelectCase;-0.011157601115760111;0.08333333333333333;0.71;0.15277777777777776;0.2222222222222222;-0.012107453651153992;0.01092896174863388;2.597298030858498E-6;0.13608276348795434;-0.013090782727599752;1.9090909090909092;0.02;0.3215952170226624;0.055571147909065394;0.11289876394311667;0.5503875968992248;0.13793103448275862;0.475
SubCall2Return;-0.13542526837324526;0.1702127659574468;0.45;0.25177304964539005;0.17021276595744683;-0.15202780996523754;0.009478672985781991;1.025558192094741E-5;0.23819653367016547;-0.15387730197389837;7.4935064935064934;0.08;0.31425422798112956;0.27295825771324866;0.1388583678938205;0.2903225806451613;1.1636363636363636;0.3937823834196891
Busy2SelectCase;-0.0582010582010582;0.08333333333333333;0.68;0.125;0.16666666666666663;-0.06111111111111111;0.007936507936507936;1.818125621571697E-6;0.11785113019775793;-0.06340715918772351;1.87012987012987;0.02;0.2965351654086268;0.07317073170731707;0.09510388620516257;0.5151515151515151;0.125;0.3877551020408163
SubAction2Function;0.5625841184387618;0.4583333333333333;0.87;0.7291666666666666;1.0;0.5965037459864431;0.15384615384615385;0.4583333333333333;0.67700320038633;0.6256083181913921;11.0;0.11;0.754316770519904;0.06748466257668712;0.6255615052151717;0.7699115044247787;9.307692307692308;1.0
Redirect2Return;-0.11374407582938388;0.17142857142857143;0.53;0.21071428571428572;0.17142857142857137;-0.11710173212978775;0.00904977375565611;6.8961316149705825E-6;0.20701966780270628;-0.11781704454839777;5.623376623376624;0.06;0.32657863645274765;0.19917799557382232;0.13842823184221834;0.36054421768707484;0.7659574468085106;0.39583333333333337
StringSwitch2SelectStat;-0.26262626262626265;0.06666666666666667;0.5;0.075;0.06666666666666665;-0.2650356778797146;0.003003003003003003;6.493396864728258E-7;0.07453559924999299;-0.2656937137768185;1.6363636363636362;0.02;0.1909117900907345;0.18857142857142858;0.04904864102118407;0.3333333333333333;0.08;0.18446601941747573
NoAnswer2SelectCase;-0.04306864064602961;0.08333333333333333;0.69;0.13257575757575757;0.18181818181818177;-0.045665358544416695;0.008733624454148471;2.0201346823792744E-6;0.12309149097933272;-0.047893459765848204;1.8831168831168832;0.02;0.30455596228952564;0.06731571627260083;0.10026942786941748;0.5267175572519084;0.12903225806451613;0.41304347826086957
CPL2Program;0.3174061433447099;0.4090909090909091;0.68;0.5795454545454546;0.40909090909090906;0.34701492537313433;0.04054054054054054;2.0757255429559868E-4;0.5539117094069973;0.35094589496008777;17.662337662337663;0.18;0.6;0.13147410358565736;0.4245113002879825;0.5151515151515151;10.125;0.6867469879518072
Outgoing2Method;0.11504424778761062;0.125;0.76;0.3125;0.5;0.1306532663316583;0.030303030303030304;1.4283877787141652E-5;0.25;0.15380577039109783;2.961038961038961;0.03;0.425818757032882;0.03763440860215054;0.21589835304101831;0.6129032258064516;0.375;0.7599999999999999
Proxy2Select;-0.10465116279069768;0.125;0.62;0.1375;0.15000000000000002;-0.10514018691588785;0.007246376811594203;2.5209215480811166E-6;0.13693063937629152;-0.10536590380294057;2.779220779220779;0.03;0.30023744576775446;0.11851015801354402;0.10360374079412149;0.4492753623188406;0.23684210526315788;0.3584905660377358
