11 : token_ratio--0.6000  byte_ratio--0.3487
13 : token_ratio--0.5000  byte_ratio--0.2959
37 : token_ratio--0.4286  byte_ratio--0.2083
46 : token_ratio--0.7500  byte_ratio--0.4265
48 : token_ratio--0.7500  byte_ratio--0.3708
54 : token_ratio--0.7500  byte_ratio--0.4265
59 : token_ratio--0.6000  byte_ratio--0.3236
7 : token_ratio--0.5000  byte_ratio--0.2780
70 : token_ratio--0.7500  byte_ratio--0.3766
77 : token_ratio--0.3333  byte_ratio--0.2164
88 : token_ratio--0.7500  byte_ratio--0.4299
