10 : token_ratio--0.0417  byte_ratio--0.0505
11 : token_ratio--0.0444  byte_ratio--0.0520
18 : token_ratio--0.0400  byte_ratio--0.0478
21 : token_ratio--0.0444  byte_ratio--0.0521
25 : token_ratio--0.0455  byte_ratio--0.0550
29 : token_ratio--0.0526  byte_ratio--0.0615
32 : token_ratio--0.0435  byte_ratio--0.0478
34 : token_ratio--0.0476  byte_ratio--0.0561
36 : token_ratio--0.0625  byte_ratio--0.0808
37 : token_ratio--0.0625  byte_ratio--0.0678
41 : token_ratio--0.0392  byte_ratio--0.0452
44 : token_ratio--0.0541  byte_ratio--0.0635
45 : token_ratio--0.0370  byte_ratio--0.0422
5 : token_ratio--0.0299  byte_ratio--0.0341
52 : token_ratio--0.0357  byte_ratio--0.0435
54 : token_ratio--0.0370  byte_ratio--0.0438
57 : token_ratio--0.0571  byte_ratio--0.0614
62 : token_ratio--0.0364  byte_ratio--0.0404
67 : token_ratio--0.0476  byte_ratio--0.0560
70 : token_ratio--0.0625  byte_ratio--0.0649
73 : token_ratio--0.0465  byte_ratio--0.0546
86 : token_ratio--0.0328  byte_ratio--0.0376
88 : token_ratio--0.0333  byte_ratio--0.0397
9 : token_ratio--0.0444  byte_ratio--0.0515
92 : token_ratio--0.0465  byte_ratio--0.0546
95 : token_ratio--0.0392  byte_ratio--0.0445
