1 : token_ratio--0.3333  byte_ratio--0.2699
10 : token_ratio--0.1034  byte_ratio--0.1058
19 : token_ratio--0.1500  byte_ratio--0.1413
20 : token_ratio--0.1500  byte_ratio--0.1517
24 : token_ratio--0.2500  byte_ratio--0.2566
27 : token_ratio--0.1000  byte_ratio--0.0576
28 : token_ratio--0.2500  byte_ratio--0.2231
36 : token_ratio--0.1429  byte_ratio--0.1144
39 : token_ratio--0.1250  byte_ratio--0.0597
45 : token_ratio--0.2500  byte_ratio--0.1138
46 : token_ratio--0.1364  byte_ratio--0.0988
47 : token_ratio--0.1154  byte_ratio--0.0648
50 : token_ratio--0.1364  byte_ratio--0.1055
59 : token_ratio--0.2000  byte_ratio--0.1570
69 : token_ratio--0.1250  byte_ratio--0.0855
70 : token_ratio--0.1364  byte_ratio--0.0988
74 : token_ratio--0.2500  byte_ratio--0.1239
78 : token_ratio--0.1875  byte_ratio--0.1322
95 : token_ratio--0.1154  byte_ratio--0.0934
97 : token_ratio--0.1500  byte_ratio--0.1412
