14 : token_ratio--0.2308  byte_ratio--0.1511
3 : token_ratio--0.3333  byte_ratio--0.2127
36 : token_ratio--0.1500  byte_ratio--0.1218
42 : token_ratio--0.1667  byte_ratio--0.1015
45 : token_ratio--0.1765  byte_ratio--0.1354
48 : token_ratio--0.1875  byte_ratio--0.0911
49 : token_ratio--0.5000  byte_ratio--0.3470
63 : token_ratio--0.1200  byte_ratio--0.0942
72 : token_ratio--0.2500  byte_ratio--0.1177
74 : token_ratio--0.3333  byte_ratio--0.2036
78 : token_ratio--0.3333  byte_ratio--0.1874
89 : token_ratio--0.6000  byte_ratio--0.3111
93 : token_ratio--0.1765  byte_ratio--0.1064
96 : token_ratio--0.3750  byte_ratio--0.2526
97 : token_ratio--0.1304  byte_ratio--0.0974
