16 : token_ratio--0.1071  byte_ratio--0.0810
17 : token_ratio--0.2500  byte_ratio--0.2363
33 : token_ratio--1.0000  byte_ratio--0.5136
41 : token_ratio--0.1667  byte_ratio--0.1319
45 : token_ratio--0.1765  byte_ratio--0.1294
61 : token_ratio--0.1200  byte_ratio--0.1003
64 : token_ratio--0.1667  byte_ratio--0.0977
67 : token_ratio--0.2308  byte_ratio--0.1456
83 : token_ratio--0.2000  byte_ratio--0.1725
86 : token_ratio--0.3333  byte_ratio--0.1895
97 : token_ratio--0.1304  byte_ratio--0.0931
