1 : token_ratio--0.3333  byte_ratio--0.1749
10 : token_ratio--0.2500  byte_ratio--0.1395
100 : token_ratio--0.5000  byte_ratio--0.2321
11 : token_ratio--0.2500  byte_ratio--0.1595
12 : token_ratio--0.1250  byte_ratio--0.1022
13 : token_ratio--1.0000  byte_ratio--0.4000
14 : token_ratio--0.0769  byte_ratio--0.0435
15 : token_ratio--1.0000  byte_ratio--0.3563
16 : token_ratio--0.0357  byte_ratio--0.0244
17 : token_ratio--0.0833  byte_ratio--0.0712
18 : token_ratio--0.2500  byte_ratio--0.1509
19 : token_ratio--0.2500  byte_ratio--0.1418
2 : token_ratio--1.0000  byte_ratio--0.3163
20 : token_ratio--0.2000  byte_ratio--0.1410
21 : token_ratio--0.2500  byte_ratio--0.1635
22 : token_ratio--1.0000  byte_ratio--0.3503
23 : token_ratio--1.0000  byte_ratio--0.3563
24 : token_ratio--1.0000  byte_ratio--0.3503
25 : token_ratio--0.3333  byte_ratio--0.1483
26 : token_ratio--0.2500  byte_ratio--0.1566
27 : token_ratio--1.0000  byte_ratio--0.3503
28 : token_ratio--0.3333  byte_ratio--0.1757
29 : token_ratio--0.2500  byte_ratio--0.1453
3 : token_ratio--0.1111  byte_ratio--0.0612
30 : token_ratio--0.5000  byte_ratio--0.2281
31 : token_ratio--0.2500  byte_ratio--0.1182
32 : token_ratio--1.0000  byte_ratio--0.3563
33 : token_ratio--0.3333  byte_ratio--0.1635
34 : token_ratio--0.5000  byte_ratio--0.2137
35 : token_ratio--0.2500  byte_ratio--0.1520
36 : token_ratio--0.0500  byte_ratio--0.0351
37 : token_ratio--1.0000  byte_ratio--0.3163
38 : token_ratio--0.2500  byte_ratio--0.1398
39 : token_ratio--1.0000  byte_ratio--0.3163
4 : token_ratio--1.0000  byte_ratio--0.3503
40 : token_ratio--0.5000  byte_ratio--0.2254
41 : token_ratio--0.0556  byte_ratio--0.0377
42 : token_ratio--0.0556  byte_ratio--0.0292
43 : token_ratio--0.1667  byte_ratio--0.0962
44 : token_ratio--0.0588  byte_ratio--0.0364
45 : token_ratio--0.0588  byte_ratio--0.0390
46 : token_ratio--0.3333  byte_ratio--0.1566
47 : token_ratio--0.1429  byte_ratio--0.1005
48 : token_ratio--0.0625  byte_ratio--0.0262
49 : token_ratio--0.1667  byte_ratio--0.0999
5 : token_ratio--0.2000  byte_ratio--0.1403
50 : token_ratio--1.0000  byte_ratio--0.3563
51 : token_ratio--0.5000  byte_ratio--0.2016
52 : token_ratio--0.2500  byte_ratio--0.1461
53 : token_ratio--0.5000  byte_ratio--0.2005
54 : token_ratio--0.1000  byte_ratio--0.0887
55 : token_ratio--0.3333  byte_ratio--0.1569
56 : token_ratio--1.0000  byte_ratio--0.4000
57 : token_ratio--0.3333  byte_ratio--0.1696
58 : token_ratio--1.0000  byte_ratio--0.3563
59 : token_ratio--1.0000  byte_ratio--0.3163
6 : token_ratio--0.2000  byte_ratio--0.1139
60 : token_ratio--0.3333  byte_ratio--0.1985
61 : token_ratio--0.0400  byte_ratio--0.0287
62 : token_ratio--1.0000  byte_ratio--0.3563
63 : token_ratio--0.0400  byte_ratio--0.0271
64 : token_ratio--0.0556  byte_ratio--0.0294
65 : token_ratio--1.0000  byte_ratio--0.4000
66 : token_ratio--1.0000  byte_ratio--0.4000
67 : token_ratio--0.0769  byte_ratio--0.0463
68 : token_ratio--0.5000  byte_ratio--0.2294
69 : token_ratio--0.2000  byte_ratio--0.1134
7 : token_ratio--1.0000  byte_ratio--0.4000
70 : token_ratio--1.0000  byte_ratio--0.4000
71 : token_ratio--0.5000  byte_ratio--0.2541
72 : token_ratio--0.0833  byte_ratio--0.0339
73 : token_ratio--1.0000  byte_ratio--0.3563
74 : token_ratio--0.1111  byte_ratio--0.0586
75 : token_ratio--0.5000  byte_ratio--0.2149
76 : token_ratio--0.1429  byte_ratio--0.1058
77 : token_ratio--0.2000  byte_ratio--0.1289
78 : token_ratio--0.1111  byte_ratio--0.0539
79 : token_ratio--0.0833  byte_ratio--0.0410
8 : token_ratio--0.3333  byte_ratio--0.1635
80 : token_ratio--1.0000  byte_ratio--0.4000
81 : token_ratio--0.2000  byte_ratio--0.1113
82 : token_ratio--1.0000  byte_ratio--0.3163
83 : token_ratio--0.0667  byte_ratio--0.0493
84 : token_ratio--0.2000  byte_ratio--0.1047
85 : token_ratio--0.2500  byte_ratio--0.1352
86 : token_ratio--0.1111  byte_ratio--0.0571
87 : token_ratio--1.0000  byte_ratio--0.4000
88 : token_ratio--1.0000  byte_ratio--0.3563
89 : token_ratio--0.2000  byte_ratio--0.0896
9 : token_ratio--0.1667  byte_ratio--0.1106
90 : token_ratio--1.0000  byte_ratio--0.3163
91 : token_ratio--1.0000  byte_ratio--0.4000
92 : token_ratio--1.0000  byte_ratio--0.3163
93 : token_ratio--0.0588  byte_ratio--0.0306
94 : token_ratio--1.0000  byte_ratio--0.4000
95 : token_ratio--0.2500  byte_ratio--0.1551
96 : token_ratio--0.1250  byte_ratio--0.0727
97 : token_ratio--0.0435  byte_ratio--0.0280
98 : token_ratio--0.1111  byte_ratio--0.0552
99 : token_ratio--1.0000  byte_ratio--0.3503
